date,pincode,district,state,center_type,footfall,day_of_week,day_name,is_weekend,is_monday,month,quarter,week_of_month,day_of_month,is_first_week,is_holiday,is_day_after_holiday,is_enrollment_season,is_pension_month,is_festival_season,day_of_year,center_type_encoded,is_urban,is_rural,state_encoded,district_encoded,pincode_category,footfall_lag_7,footfall_lag_14,footfall_lag_30,footfall_rolling_mean_7,footfall_rolling_mean_14,footfall_rolling_mean_30,footfall_rolling_std_7,footfall_change_7d,footfall_change_30d,footfall_rolling_max_30,footfall_rolling_min_30,rural_pension_interaction,urban_enrollment_interaction,monday_first_week,weekend_holiday,lag_ratio_7_to_30
2025-10-21,411001,Pune,Maharashtra,Urban,235,1,Tuesday,0,0,10,4,3,21,0,0,0,0,0,1,294,2,1,0,5,7,411001,244.0,266.0,77.0,189.42857142857142,191.35714285714286,185.5,53.178495474696994,-9.0,158.0,364.0,42.0,0,0,0,0,1.3083109919571045
2025-10-22,411001,Pune,Maharashtra,Urban,187,2,Wednesday,0,0,10,4,4,22,0,0,0,0,0,1,295,2,1,0,5,7,411001,212.0,201.0,192.0,188.14285714285714,189.14285714285714,190.76666666666668,51.72822753400227,-25.0,-5.0,364.0,42.0,0,0,0,0,1.105510168607683
2025-10-23,411001,Pune,Maharashtra,Urban,146,3,Thursday,0,0,10,4,4,23,0,0,0,0,0,1,296,2,1,0,5,7,411001,208.0,191.0,223.0,184.57142857142858,188.14285714285714,190.6,50.65852064841313,-62.0,-77.0,364.0,42.0,0,0,0,0,1.0855949895615866
2025-10-24,411001,Pune,Maharashtra,Urban,59,4,Friday,0,0,10,4,4,24,0,1,0,0,0,1,297,2,1,0,5,7,411001,186.0,156.0,228.0,175.71428571428572,184.92857142857142,188.03333333333333,51.29559528105778,-127.0,-169.0,364.0,42.0,0,0,0,0,0.9839534473637807
2025-10-25,411001,Pune,Maharashtra,Urban,155,5,Saturday,1,0,10,4,4,25,0,0,1,0,0,1,298,2,1,0,5,7,411001,165.0,147.0,157.0,157.57142857142858,178.0,182.4,67.08168439262953,-10.0,-2.0,364.0,42.0,0,0,0,0,0.8996728462377317
2025-10-26,411001,Pune,Maharashtra,Urban,69,6,Sunday,1,0,10,4,4,26,0,0,0,0,0,1,299,2,1,0,5,7,411001,84.0,90.0,160.0,156.14285714285714,178.57142857142858,182.33333333333334,67.00355356603234,-15.0,-91.0,364.0,42.0,0,0,0,0,0.45818181818181813
2025-10-27,411001,Pune,Maharashtra,Urban,272,0,Monday,0,1,10,4,4,27,0,0,0,0,0,1,300,2,1,0,5,7,411001,227.0,302.0,147.0,154.0,177.07142857142858,179.3,69.8736955751827,45.0,125.0,364.0,42.0,0,0,0,0,1.2590127565169162
2025-10-28,411001,Pune,Maharashtra,Urban,246,1,Tuesday,0,0,10,4,4,28,0,0,0,0,0,1,301,2,1,0,5,7,411001,235.0,244.0,51.0,160.42857142857142,174.92857142857142,183.46666666666667,79.16197981113801,11.0,195.0,364.0,42.0,0,0,0,0,1.2739428984459704
2025-10-29,411001,Pune,Maharashtra,Urban,220,2,Wednesday,0,0,10,4,5,29,0,0,0,0,0,1,302,2,1,0,5,7,411001,187.0,212.0,254.0,162.0,175.07142857142858,189.96666666666667,80.97736309199817,33.0,-34.0,364.0,42.0,0,0,0,0,0.9792284866468842
2025-10-30,411001,Pune,Maharashtra,Urban,152,3,Thursday,0,0,10,4,5,30,0,0,0,0,0,1,303,2,1,0,5,7,411001,146.0,208.0,209.0,166.71428571428572,175.64285714285714,188.83333333333334,83.59368852912723,6.0,-57.0,364.0,42.0,0,0,0,0,0.7690956979806848
2025-10-31,411001,Pune,Maharashtra,Urban,147,4,Friday,0,0,10,4,5,31,0,0,0,0,0,1,304,2,1,0,5,7,411001,59.0,186.0,278.0,167.57142857142858,171.64285714285714,186.93333333333334,83.37636983953561,88.0,-131.0,364.0,42.0,0,0,0,0,0.3139411138701667
2025-11-01,411001,Pune,Maharashtra,Urban,40,5,Saturday,1,0,11,4,1,1,1,1,0,0,1,0,305,2,1,0,5,7,411001,155.0,165.0,42.0,180.14285714285714,168.85714285714286,182.56666666666666,69.80789967577336,-115.0,-2.0,364.0,42.0,0,0,0,1,0.8443798801525332
2025-11-02,411001,Pune,Maharashtra,Urban,181,6,Sunday,1,0,11,4,1,2,1,0,1,0,1,0,306,2,1,0,5,7,411001,69.0,84.0,364.0,163.71428571428572,159.92857142857142,182.5,87.89902215177409,112.0,-183.0,364.0,40.0,0,0,0,0,0.3760217983651226
2025-11-03,411001,Pune,Maharashtra,Urban,313,0,Monday,0,1,11,4,1,3,1,0,0,0,1,0,307,2,1,0,5,7,411001,272.0,227.0,166.0,179.71428571428572,166.85714285714286,176.4,77.34492934406286,41.0,147.0,302.0,40.0,0,0,1,0,1.5332581736189401
2025-11-04,411001,Pune,Maharashtra,Urban,376,1,Tuesday,0,0,11,4,1,4,1,0,0,0,1,0,308,2,1,0,5,7,411001,246.0,235.0,100.0,185.57142857142858,173.0,181.3,86.50791320809344,130.0,276.0,313.0,40.0,0,0,0,0,1.3494240263302248
2025-11-05,411001,Pune,Maharashtra,Urban,301,2,Wednesday,0,0,11,4,1,5,1,0,0,0,1,0,309,2,1,0,5,7,411001,220.0,187.0,238.0,204.14285714285714,183.07142857142858,190.5,111.87705837425372,81.0,63.0,376.0,40.0,0,0,0,0,1.1488250652741514
2025-11-06,411001,Pune,Maharashtra,Urban,220,3,Thursday,0,0,11,4,1,6,1,0,0,0,1,0,310,2,1,0,5,7,411001,152.0,146.0,266.0,215.71428571428572,191.21428571428572,192.6,117.82149533045636,68.0,-46.0,376.0,40.0,0,0,0,0,0.7851239669421488
2025-11-07,411001,Pune,Maharashtra,Urban,228,4,Friday,0,0,11,4,1,7,1,0,0,0,1,0,311,2,1,0,5,7,411001,147.0,59.0,201.0,225.42857142857142,196.5,191.06666666666666,114.44774228566374,81.0,27.0,376.0,40.0,0,0,0,0,0.7653592502603263
2025-11-08,411001,Pune,Maharashtra,Urban,196,5,Saturday,1,0,11,4,2,8,0,0,0,0,1,0,312,2,1,0,5,7,411001,40.0,155.0,191.0,237.0,208.57142857142858,191.96666666666667,109.16959283610063,156.0,5.0,376.0,40.0,0,0,0,0,0.20728968733805492
2025-11-09,411001,Pune,Maharashtra,Urban,143,6,Sunday,1,0,11,4,2,9,0,0,0,0,1,0,313,2,1,0,5,7,411001,181.0,69.0,156.0,259.2857142857143,211.5,192.13333333333333,71.76748169311384,-38.0,-13.0,376.0,40.0,0,0,0,0,0.937176389368312
2025-11-10,411001,Pune,Maharashtra,Urban,333,0,Monday,0,1,11,4,2,10,0,0,0,0,1,0,314,2,1,0,5,7,411001,313.0,272.0,147.0,253.85714285714286,216.78571428571428,191.7,79.67732544755873,20.0,186.0,376.0,40.0,0,0,0,0,1.6242864556305139
2025-11-11,411001,Pune,Maharashtra,Urban,254,1,Tuesday,0,0,11,4,2,11,0,0,0,0,1,0,315,2,1,0,5,7,411001,376.0,246.0,90.0,256.7142857142857,221.14285714285714,197.9,82.46153504455737,-122.0,164.0,376.0,40.0,0,0,0,0,1.8903971845148315
2025-11-12,411001,Pune,Maharashtra,Urban,259,2,Wednesday,0,0,11,4,2,12,0,0,0,0,1,0,316,2,1,0,5,7,411001,301.0,220.0,302.0,239.28571428571428,221.71428571428572,203.36666666666667,63.83759155261178,-42.0,-43.0,376.0,40.0,0,0,0,0,1.4728429293753058
2025-11-13,411001,Pune,Maharashtra,Urban,296,3,Thursday,0,0,11,4,2,13,0,0,0,0,1,0,317,2,1,0,5,7,411001,220.0,152.0,244.0,233.28571428571428,224.5,201.93333333333334,58.849282877857476,76.0,52.0,376.0,40.0,0,0,0,0,1.0840998685939554
2025-11-14,411001,Pune,Maharashtra,Urban,280,4,Friday,0,0,11,4,2,14,0,0,0,0,1,0,318,2,1,0,5,7,411001,228.0,147.0,212.0,244.14285714285714,234.78571428571428,203.66666666666666,62.863419600030674,52.0,68.0,376.0,40.0,0,0,0,0,1.1140065146579805
2025-11-15,411001,Pune,Maharashtra,Urban,111,5,Saturday,1,0,11,4,3,15,0,0,0,0,1,0,319,2,1,0,5,7,411001,196.0,40.0,208.0,251.57142857142858,244.28571428571428,205.93333333333334,63.70467576470123,-85.0,-97.0,376.0,40.0,0,0,0,0,0.9471649484536082
2025-11-16,411001,Pune,Maharashtra,Urban,114,6,Sunday,1,0,11,4,3,16,0,0,0,0,1,0,320,2,1,0,5,7,411001,143.0,181.0,186.0,239.42857142857142,249.35714285714286,202.7,81.63915960464301,-29.0,-72.0,376.0,40.0,0,0,0,0,0.702012763868434
2025-11-17,411001,Pune,Maharashtra,Urban,319,0,Monday,0,1,11,4,3,17,0,0,0,0,1,0,321,2,1,0,5,7,411001,333.0,313.0,165.0,235.28571428571428,244.57142857142858,200.3,87.84781212550537,-14.0,154.0,376.0,40.0,0,0,0,0,1.65424739195231
2025-11-18,411001,Pune,Maharashtra,Urban,237,1,Tuesday,0,0,11,4,3,18,0,0,0,0,1,0,322,2,1,0,5,7,411001,254.0,376.0,84.0,233.28571428571428,245.0,205.43333333333334,85.37703494053942,-17.0,153.0,376.0,40.0,0,0,0,0,1.2304214435653156
2025-11-19,411001,Pune,Maharashtra,Urban,294,2,Wednesday,0,0,11,4,3,19,0,0,0,0,1,0,323,2,1,0,5,7,411001,259.0,301.0,227.0,230.85714285714286,235.07142857142858,210.53333333333333,84.93022346104388,35.0,67.0,376.0,40.0,0,0,0,0,1.2243933186259062
2025-11-20,411001,Pune,Maharashtra,Urban,192,3,Thursday,0,0,11,4,3,20,0,0,0,0,1,0,324,2,1,0,5,7,411001,296.0,220.0,235.0,235.85714285714286,234.57142857142858,212.76666666666668,87.84347551455477,-104.0,-43.0,376.0,40.0,0,0,0,0,1.3846873538125681
2025-11-21,411001,Pune,Maharashtra,Urban,200,4,Friday,0,0,11,4,3,21,0,0,0,0,1,0,325,2,1,0,5,7,411001,280.0,228.0,187.0,221.0,232.57142857142858,211.33333333333334,84.71520918150799,-80.0,13.0,376.0,40.0,0,0,0,0,1.3186813186813187
2025-11-22,411001,Pune,Maharashtra,Urban,181,5,Saturday,1,0,11,4,4,22,0,0,0,0,1,0,326,2,1,0,5,7,411001,111.0,196.0,146.0,209.57142857142858,230.57142857142858,211.76666666666668,80.73177223137762,70.0,35.0,376.0,40.0,0,0,0,0,0.5216982610057966
2025-11-23,411001,Pune,Maharashtra,Urban,104,6,Sunday,1,0,11,4,4,23,0,0,0,0,1,0,327,2,1,0,5,7,411001,114.0,143.0,59.0,219.57142857142858,229.5,212.93333333333334,70.1257374123013,-10.0,45.0,376.0,40.0,0,0,0,0,0.5328762854471798
2025-11-24,411001,Pune,Maharashtra,Urban,244,0,Monday,0,1,11,4,4,24,0,0,0,0,1,0,328,2,1,0,5,7,411001,319.0,333.0,155.0,218.14285714285714,226.71428571428572,214.43333333333334,72.68981719477297,-75.0,89.0,376.0,40.0,0,0,0,0,1.4807365000773633
2025-11-25,411001,Pune,Maharashtra,Urban,279,1,Tuesday,0,0,11,4,4,25,0,0,0,0,1,0,329,2,1,0,5,7,411001,237.0,254.0,69.0,207.42857142857142,220.35714285714286,217.4,59.71559579332995,42.0,210.0,376.0,40.0,0,0,0,0,1.085164835164835
2025-11-26,411001,Pune,Maharashtra,Urban,234,2,Wednesday,0,0,11,4,4,26,0,0,0,0,1,0,330,2,1,0,5,7,411001,294.0,259.0,272.0,213.42857142857142,222.14285714285714,224.4,65.05345787083395,-60.0,-38.0,376.0,40.0,0,0,0,0,1.3043478260869565
2025-11-27,411001,Pune,Maharashtra,Urban,232,3,Thursday,0,0,11,4,4,27,0,0,0,0,1,0,331,2,1,0,5,7,411001,192.0,296.0,246.0,204.85714285714286,220.35714285714286,223.13333333333333,55.98936973934881,40.0,-14.0,376.0,40.0,0,0,0,0,0.8566329565734682
2025-11-28,411001,Pune,Maharashtra,Urban,221,4,Friday,0,0,11,4,4,28,0,0,0,0,1,0,332,2,1,0,5,7,411001,200.0,280.0,220.0,210.57142857142858,215.78571428571428,222.66666666666666,56.497366141727056,21.0,1.0,376.0,40.0,0,0,0,0,0.8941877794336811
2025-11-29,411001,Pune,Maharashtra,Urban,139,5,Saturday,1,0,11,4,5,29,0,0,0,0,1,0,333,2,1,0,5,7,411001,181.0,111.0,152.0,213.57142857142858,211.57142857142858,222.7,56.39993245521104,-42.0,-13.0,376.0,40.0,0,0,0,0,0.8091193562807332
2025-11-30,411001,Pune,Maharashtra,Urban,99,6,Sunday,1,0,11,4,5,30,0,0,0,0,1,0,334,2,1,0,5,7,411001,104.0,114.0,147.0,207.57142857142858,213.57142857142858,222.26666666666668,62.36146551318663,-5.0,-48.0,376.0,40.0,0,0,0,0,0.4658106897581367
2025-12-01,411001,Pune,Maharashtra,Urban,247,0,Monday,0,1,12,4,1,1,1,0,0,0,0,0,335,2,1,0,5,7,411001,244.0,319.0,40.0,206.85714285714286,212.5,220.66666666666666,63.758472826306324,3.0,207.0,376.0,40.0,0,0,1,0,1.1007518796992481
2025-12-02,411001,Pune,Maharashtra,Urban,272,1,Tuesday,0,0,12,4,1,2,1,0,0,0,0,0,336,2,1,0,5,7,411001,279.0,237.0,181.0,207.28571428571428,207.35714285714286,227.56666666666666,64.05912447552974,-7.0,91.0,376.0,99.0,0,0,0,0,1.2206504302172962
2025-12-03,411001,Pune,Maharashtra,Urban,232,2,Wednesday,0,0,12,4,1,3,1,0,0,0,0,0,337,2,1,0,5,7,411001,234.0,294.0,313.0,206.28571428571428,209.85714285714286,230.6,62.795207581773944,-2.0,-81.0,376.0,99.0,0,0,0,0,1.0103626943005182
2025-12-04,411001,Pune,Maharashtra,Urban,251,3,Thursday,0,0,12,4,1,4,1,0,0,0,0,0,338,2,1,0,5,7,411001,232.0,192.0,376.0,206.0,205.42857142857142,227.9,62.65248066384377,19.0,-125.0,376.0,99.0,0,0,0,0,1.0135430318916556
2025-12-05,411001,Pune,Maharashtra,Urban,161,4,Friday,0,0,12,4,1,5,1,0,0,0,0,0,339,2,1,0,5,7,411001,221.0,200.0,301.0,208.71428571428572,209.64285714285714,223.73333333333332,64.35504198251613,-60.0,-140.0,333.0,99.0,0,0,0,0,0.9833877187778108
2025-12-06,411001,Pune,Maharashtra,Urban,123,5,Saturday,1,0,12,4,1,6,1,0,0,0,0,0,340,2,1,0,5,7,411001,139.0,181.0,220.0,200.14285714285714,206.85714285714286,219.06666666666666,66.40890645947152,-16.0,-97.0,333.0,99.0,0,0,0,0,0.631626779763708
2025-12-07,411001,Pune,Maharashtra,Urban,102,6,Sunday,1,0,12,4,1,7,1,0,0,0,0,0,341,2,1,0,5,7,411001,99.0,104.0,228.0,197.85714285714286,202.71428571428572,215.83333333333334,69.08552325783967,3.0,-126.0,333.0,99.0,0,0,0,0,0.4565718677940046
2025-12-08,411001,Pune,Maharashtra,Urban,254,0,Monday,0,1,12,4,2,8,0,0,0,0,0,0,342,2,1,0,5,7,411001,247.0,244.0,196.0,198.28571428571428,202.57142857142858,211.63333333333333,68.37571275853786,7.0,58.0,333.0,99.0,0,0,0,0,1.1616240790092491
2025-12-09,411001,Pune,Maharashtra,Urban,232,1,Tuesday,0,0,12,4,2,9,0,0,0,0,0,0,343,2,1,0,5,7,411001,272.0,279.0,143.0,199.28571428571428,203.28571428571428,213.56666666666666,69.25247116099716,-40.0,89.0,333.0,99.0,0,0,0,0,1.267671275438869
2025-12-10,411001,Pune,Maharashtra,Urban,219,2,Wednesday,0,0,12,4,2,10,0,0,0,0,0,0,344,2,1,0,5,7,411001,232.0,234.0,333.0,193.57142857142858,199.92857142857142,216.53333333333333,63.67850799879314,-13.0,-114.0,333.0,99.0,0,0,0,0,1.0665032178976401
2025-12-11,411001,Pune,Maharashtra,Urban,173,3,Thursday,0,0,12,4,2,11,0,0,0,0,0,0,345,2,1,0,5,7,411001,251.0,232.0,254.0,191.71428571428572,198.85714285714286,212.73333333333332,62.55055098535431,-78.0,-81.0,319.0,99.0,0,0,0,0,1.1743605739238927
2025-12-12,411001,Pune,Maharashtra,Urban,159,4,Friday,0,0,12,4,2,12,0,0,0,0,0,0,346,2,1,0,5,7,411001,161.0,221.0,259.0,180.57142857142858,194.64285714285714,210.03333333333333,56.92350757187836,-2.0,-100.0,319.0,99.0,0,0,0,0,0.7629126520296952
2025-12-13,411001,Pune,Maharashtra,Urban,145,5,Saturday,1,0,12,4,2,13,0,0,0,0,0,0,347,2,1,0,5,7,411001,123.0,139.0,296.0,180.28571428571428,190.21428571428572,206.7,57.04300800189923,22.0,-151.0,319.0,99.0,0,0,0,0,0.5922002888781898
2025-12-14,411001,Pune,Maharashtra,Urban,99,6,Sunday,1,0,12,4,2,14,0,0,0,0,0,0,348,2,1,0,5,7,411001,102.0,99.0,280.0,183.42857142857142,190.64285714285714,201.66666666666666,53.87905326703839,-3.0,-181.0,319.0,99.0,0,0,0,0,0.5032894736842105
2025-12-15,411001,Pune,Maharashtra,Urban,231,0,Monday,0,1,12,4,3,15,0,0,0,0,0,0,349,2,1,0,5,7,411001,254.0,247.0,111.0,183.0,190.64285714285714,195.63333333333333,54.64125425597993,-23.0,120.0,319.0,99.0,0,0,0,0,1.2917443634514325
2025-12-16,411001,Pune,Maharashtra,Urban,206,1,Tuesday,0,0,12,4,3,16,0,0,0,0,0,0,350,2,1,0,5,7,411001,232.0,272.0,114.0,179.71428571428572,189.5,199.63333333333333,50.16876281018637,-26.0,92.0,319.0,99.0,0,0,0,0,1.1563382621697957
2025-12-17,411001,Pune,Maharashtra,Urban,248,2,Wednesday,0,0,12,4,3,17,0,0,0,0,0,0,351,2,1,0,5,7,411001,219.0,232.0,319.0,176.0,184.78571428571428,202.7,46.4793861118379,29.0,-71.0,319.0,99.0,0,0,0,0,1.0751104565537555
2025-12-18,411001,Pune,Maharashtra,Urban,247,3,Thursday,0,0,12,4,3,18,0,0,0,0,0,0,352,2,1,0,5,7,411001,173.0,251.0,237.0,180.14285714285714,185.92857142857142,200.33333333333334,51.92439558765065,74.0,10.0,294.0,99.0,0,0,0,0,0.859271523178808
2025-12-19,411001,Pune,Maharashtra,Urban,169,4,Friday,0,0,12,4,3,19,0,0,0,0,0,0,353,2,1,0,5,7,411001,159.0,161.0,294.0,190.71428571428572,185.64285714285714,200.66666666666666,57.465103282236214,10.0,-125.0,294.0,99.0,0,0,0,0,0.7884297520661158
2025-12-20,411001,Pune,Maharashtra,Urban,110,5,Saturday,1,0,12,4,3,20,0,0,0,0,0,0,354,2,1,0,5,7,411001,145.0,123.0,192.0,192.14285714285714,186.21428571428572,196.5,56.66400553975604,-35.0,-82.0,279.0,99.0,0,0,0,0,0.7341772151898734
2025-12-21,411001,Pune,Maharashtra,Urban,103,6,Sunday,1,0,12,4,3,21,0,0,0,0,0,0,355,2,1,0,5,7,411001,99.0,102.0,200.0,187.14285714285714,185.28571428571428,193.76666666666668,62.736030507273114,4.0,-97.0,279.0,99.0,0,0,0,0,0.5083005305493753
2025-12-22,411001,Pune,Maharashtra,Urban,253,0,Monday,0,1,12,4,4,22,0,0,0,0,0,0,356,2,1,0,5,7,411001,231.0,254.0,181.0,187.71428571428572,185.35714285714286,190.53333333333333,61.81077113716838,22.0,72.0,279.0,99.0,0,0,0,0,1.2060563870518621
2025-12-23,411001,Pune,Maharashtra,Urban,146,1,Tuesday,0,0,12,4,4,23,0,0,0,0,0,0,357,2,1,0,5,7,411001,206.0,232.0,104.0,190.85714285714286,185.28571428571428,192.93333333333334,64.86249191283693,-60.0,42.0,279.0,99.0,0,0,0,0,1.0622206943966999
2025-12-24,411001,Pune,Maharashtra,Urban,211,2,Wednesday,0,0,12,4,4,24,0,0,0,0,0,0,358,2,1,0,5,7,411001,248.0,219.0,244.0,182.28571428571428,179.14285714285714,194.33333333333334,66.4723358140167,-37.0,-33.0,279.0,99.0,0,0,0,0,1.2696245733788396
2025-12-25,411001,Pune,Maharashtra,Urban,38,3,Thursday,0,0,12,4,4,25,0,1,0,0,0,0,359,2,1,0,5,7,411001,247.0,173.0,279.0,177.0,178.57142857142858,193.23333333333332,61.673873452756666,-209.0,-241.0,279.0,99.0,0,0,0,0,1.2716663806418398
2025-12-26,411001,Pune,Maharashtra,Urban,316,4,Friday,0,0,12,4,4,26,0,0,1,0,0,0,360,2,1,0,5,7,411001,169.0,159.0,234.0,147.14285714285714,168.92857142857142,185.2,71.88284118719035,147.0,82.0,272.0,38.0,0,0,0,0,0.9076262083780882
2025-12-27,411001,Pune,Maharashtra,Urban,113,5,Saturday,1,0,12,4,4,27,0,0,0,0,0,0,361,2,1,0,5,7,411001,110.0,145.0,232.0,168.14285714285714,180.14285714285714,187.93333333333334,96.56677926255402,3.0,-119.0,316.0,38.0,0,0,0,0,0.5822159491884262
2025-12-28,411001,Pune,Maharashtra,Urban,110,6,Sunday,1,0,12,4,4,28,0,0,0,0,0,0,362,2,1,0,5,7,411001,103.0,99.0,221.0,168.57142857142858,177.85714285714286,183.96666666666667,96.27193627576881,7.0,-111.0,316.0,38.0,0,0,0,0,0.556857091367814
2025-12-29,411001,Pune,Maharashtra,Urban,231,0,Monday,0,1,12,4,5,29,0,0,0,0,0,0,363,2,1,0,5,7,411001,253.0,231.0,139.0,169.57142857142858,178.64285714285714,180.26666666666668,95.51065759529504,-22.0,92.0,316.0,38.0,0,0,0,0,1.3957337256344242
2025-12-30,411001,Pune,Maharashtra,Urban,218,1,Tuesday,0,0,12,4,5,30,0,0,0,0,0,0,364,2,1,0,5,7,411001,146.0,206.0,99.0,166.42857142857142,178.64285714285714,183.33333333333334,92.62623304236777,72.0,119.0,316.0,38.0,0,0,0,0,0.7920433996383363
2025-12-31,411001,Pune,Maharashtra,Urban,277,2,Wednesday,0,0,12,4,5,31,0,0,0,0,0,0,365,2,1,0,5,7,411001,211.0,248.0,247.0,176.71428571428572,179.5,187.3,93.96757292760486,66.0,30.0,316.0,38.0,0,0,0,0,1.120552310143388
2026-01-01,411001,Pune,Maharashtra,Urban,193,3,Thursday,0,0,1,1,1,1,1,0,0,0,0,0,1,2,1,0,5,7,411001,38.0,247.0,272.0,186.14285714285714,181.57142857142858,188.3,101.02710621648117,155.0,-79.0,316.0,38.0,0,0,0,0,0.20073956682514527
2026-01-02,411001,Pune,Maharashtra,Urban,126,4,Friday,0,0,1,1,1,2,1,0,0,0,0,0,2,2,1,0,5,7,411001,316.0,169.0,232.0,208.28571428571428,177.71428571428572,185.66666666666666,77.3600118185837,-190.0,-106.0,316.0,38.0,0,0,0,0,1.6928571428571428
2026-01-03,411001,Pune,Maharashtra,Urban,135,5,Saturday,1,0,1,1,1,3,1,0,0,0,0,0,3,2,1,0,5,7,411001,113.0,110.0,251.0,181.14285714285714,174.64285714285714,182.13333333333333,65.72525788317229,22.0,-116.0,316.0,38.0,0,0,0,0,0.6170367673825993
2026-01-04,411001,Pune,Maharashtra,Urban,76,6,Sunday,1,0,1,1,1,4,1,0,0,0,0,0,4,2,1,0,5,7,411001,110.0,103.0,161.0,184.28571428571428,176.42857142857142,178.26666666666668,62.36375626305774,-34.0,-85.0,316.0,38.0,0,0,0,0,0.6136110078095945
2026-01-05,411001,Pune,Maharashtra,Urban,226,0,Monday,0,1,1,1,1,5,1,0,0,0,0,0,5,2,1,0,5,7,411001,231.0,253.0,123.0,179.42857142857142,174.5,175.43333333333334,69.97346435818146,-5.0,103.0,316.0,38.0,0,0,1,0,1.3092764027961459
2026-01-06,411001,Pune,Maharashtra,Urban,224,1,Tuesday,0,0,1,1,1,6,1,0,0,0,0,0,6,2,1,0,5,7,411001,218.0,146.0,102.0,178.71428571428572,172.57142857142858,178.86666666666667,69.38230870981982,6.0,122.0,316.0,38.0,0,0,0,0,1.2120088954781318
2026-01-07,411001,Pune,Maharashtra,Urban,195,2,Wednesday,0,0,1,1,1,7,1,0,0,0,0,0,7,2,1,0,5,7,411001,277.0,211.0,254.0,179.57142857142858,178.14285714285714,182.93333333333334,69.98299113083853,-82.0,-59.0,316.0,38.0,0,0,0,0,1.5059804276911923
2026-01-08,411001,Pune,Maharashtra,Urban,161,3,Thursday,0,0,1,1,2,8,0,0,0,0,0,0,8,2,1,0,5,7,411001,193.0,38.0,232.0,167.85714285714286,177.0,180.96666666666667,56.52559470844012,-32.0,-71.0,316.0,38.0,0,0,0,0,1.0606338157171642
2026-01-09,411001,Pune,Maharashtra,Urban,132,4,Friday,0,0,1,1,2,9,0,0,0,0,0,0,9,2,1,0,5,7,411001,126.0,316.0,219.0,163.28571428571428,185.78571428571428,178.6,55.4367936955058,6.0,-87.0,316.0,38.0,0,0,0,0,0.7015590200445434
2026-01-10,411001,Pune,Maharashtra,Urban,135,5,Saturday,1,0,1,1,2,10,0,0,0,0,0,0,10,2,1,0,5,7,411001,135.0,113.0,173.0,164.14285714285714,172.64285714285714,175.7,54.80702075290628,0.0,-38.0,316.0,38.0,0,0,0,0,0.7640067911714772
2026-01-11,411001,Pune,Maharashtra,Urban,66,6,Sunday,1,0,1,1,2,11,0,0,0,0,0,0,11,2,1,0,5,7,411001,76.0,110.0,159.0,164.14285714285714,174.21428571428572,174.43333333333334,54.80702075290628,-10.0,-93.0,316.0,38.0,0,0,0,0,0.4332129963898917
2026-01-12,411001,Pune,Maharashtra,Urban,202,0,Monday,0,1,1,1,2,12,0,0,0,0,0,0,12,2,1,0,5,7,411001,226.0,231.0,145.0,162.71428571428572,171.07142857142858,171.33333333333334,57.54915083565298,-24.0,57.0,316.0,38.0,0,0,0,0,1.311411992263056
2026-01-13,411001,Pune,Maharashtra,Urban,126,1,Tuesday,0,0,1,1,2,13,0,0,0,0,0,0,13,2,1,0,5,7,411001,224.0,218.0,99.0,159.28571428571428,169.0,173.23333333333332,53.73922926414871,-98.0,27.0,316.0,38.0,0,0,0,0,1.28563229385881
2026-01-14,411001,Pune,Maharashtra,Urban,173,2,Wednesday,0,0,1,1,2,14,0,0,0,0,0,0,14,2,1,0,5,7,411001,195.0,277.0,231.0,145.28571428571428,162.42857142857142,174.13333333333333,46.32391134073993,-22.0,-58.0,316.0,38.0,0,0,0,0,1.113437381043015
2026-01-15,411001,Pune,Maharashtra,Urban,186,3,Thursday,0,0,1,1,3,15,0,0,0,0,0,0,15,2,1,0,5,7,411001,161.0,193.0,206.0,142.14285714285714,155.0,172.2,43.01716158088725,25.0,-20.0,316.0,38.0,0,0,0,0,0.9295612009237876
2026-01-16,411001,Pune,Maharashtra,Urban,184,4,Friday,0,0,1,1,3,16,0,0,0,0,0,0,16,2,1,0,5,7,411001,132.0,126.0,248.0,145.71428571428572,154.5,171.53333333333333,45.79197267976926,52.0,-64.0,316.0,38.0,0,0,0,0,0.7650695517774343
2026-01-17,411001,Pune,Maharashtra,Urban,116,5,Saturday,1,0,1,1,3,17,0,0,0,0,0,0,17,2,1,0,5,7,411001,135.0,135.0,247.0,153.14285714285714,158.64285714285714,169.4,47.38645577035873,-19.0,-131.0,316.0,38.0,0,0,0,0,0.7922535211267605
2026-01-18,411001,Pune,Maharashtra,Urban,97,6,Sunday,1,0,1,1,3,18,0,0,0,0,0,0,18,2,1,0,5,7,411001,66.0,76.0,169.0,150.42857142857142,157.28571428571428,165.03333333333333,49.11163182945924,31.0,-72.0,316.0,38.0,0,0,0,0,0.3975105400521984
2026-01-19,411001,Pune,Maharashtra,Urban,148,0,Monday,0,1,1,1,3,19,0,0,0,0,0,0,19,2,1,0,5,7,411001,202.0,226.0,110.0,154.85714285714286,158.78571428571428,162.63333333333333,40.948864743842385,-54.0,38.0,316.0,38.0,0,0,0,0,1.2344673049500918
2026-01-20,411001,Pune,Maharashtra,Urban,160,1,Tuesday,0,0,1,1,3,20,0,0,0,0,0,0,20,2,1,0,5,7,411001,126.0,224.0,103.0,147.14285714285714,153.21428571428572,163.9,35.28185828169339,34.0,57.0,316.0,38.0,0,0,0,0,0.7640994542146755
