date,pincode,district,state,center_type,footfall
2025-11-09,226001,Lucknow,Uttar Pradesh,Urban,147
2025-11-10,226001,Lucknow,Uttar Pradesh,Urban,321
2025-11-11,226001,Lucknow,Uttar Pradesh,Urban,256
2025-11-12,226001,Lucknow,Uttar Pradesh,Urban,204
2025-11-13,226001,Lucknow,Uttar Pradesh,Urban,274
2025-11-14,226001,Lucknow,Uttar Pradesh,Urban,279
2025-11-15,226001,Lucknow,Uttar Pradesh,Urban,188
2025-11-16,226001,Lucknow,Uttar Pradesh,Urban,134
2025-11-17,226001,Lucknow,Uttar Pradesh,Urban,294
2025-11-18,226001,Lucknow,Uttar Pradesh,Urban,320
2025-11-19,226001,Lucknow,Uttar Pradesh,Urban,173
2025-11-20,226001,Lucknow,Uttar Pradesh,Urban,308
2025-11-21,226001,Lucknow,Uttar Pradesh,Urban,236
2025-11-22,226001,Lucknow,Uttar Pradesh,Urban,149
2025-11-23,226001,Lucknow,Uttar Pradesh,Urban,138
2025-11-24,226001,Lucknow,Uttar Pradesh,Urban,287
2025-11-25,226001,Lucknow,Uttar Pradesh,Urban,253
2025-11-26,226001,Lucknow,Uttar Pradesh,Urban,173
2025-11-27,226001,Lucknow,Uttar Pradesh,Urban,240
2025-11-28,226001,Lucknow,Uttar Pradesh,Urban,182
2025-11-29,226001,Lucknow,Uttar Pradesh,Urban,170
2025-11-30,226001,Lucknow,Uttar Pradesh,Urban,128
2025-12-01,226001,Lucknow,Uttar Pradesh,Urban,224
2025-12-02,226001,Lucknow,Uttar Pradesh,Urban,263
2025-12-03,226001,Lucknow,Uttar Pradesh,Urban,289
2025-12-04,226001,Lucknow,Uttar Pradesh,Urban,207
2025-12-05,226001,Lucknow,Uttar Pradesh,Urban,203
2025-12-06,226001,Lucknow,Uttar Pradesh,Urban,124
2025-12-07,226001,Lucknow,Uttar Pradesh,Urban,86
2025-12-08,226001,Lucknow,Uttar Pradesh,Urban,325
2025-12-09,226001,Lucknow,Uttar Pradesh,Urban,246
2025-12-10,226001,Lucknow,Uttar Pradesh,Urban,182
2025-12-11,226001,Lucknow,Uttar Pradesh,Urban,111
2025-12-12,226001,Lucknow,Uttar Pradesh,Urban,179
2025-12-13,226001,Lucknow,Uttar Pradesh,Urban,131
2025-12-14,226001,Lucknow,Uttar Pradesh,Urban,79
2025-12-15,226001,Lucknow,Uttar Pradesh,Urban,188
2025-12-16,226001,Lucknow,Uttar Pradesh,Urban,254
2025-12-17,226001,Lucknow,Uttar Pradesh,Urban,188
2025-12-18,226001,Lucknow,Uttar Pradesh,Urban,201
2025-12-19,226001,Lucknow,Uttar Pradesh,Urban,215
2025-12-20,226001,Lucknow,Uttar Pradesh,Urban,135
2025-12-21,226001,Lucknow,Uttar Pradesh,Urban,92
2025-12-22,226001,Lucknow,Uttar Pradesh,Urban,172
2025-12-23,226001,Lucknow,Uttar Pradesh,Urban,262
2025-12-24,226001,Lucknow,Uttar Pradesh,Urban,146
2025-12-25,226001,Lucknow,Uttar Pradesh,Urban,29
2025-12-26,226001,Lucknow,Uttar Pradesh,Urban,256
2025-12-27,226001,Lucknow,Uttar Pradesh,Urban,143
2025-12-28,226001,Lucknow,Uttar Pradesh,Urban,105
2025-12-29,226001,Lucknow,Uttar Pradesh,Urban,214
2025-12-30,226001,Lucknow,Uttar Pradesh,Urban,139
2025-12-31,226001,Lucknow,Uttar Pradesh,Urban,196
2026-01-01,226001,Lucknow,Uttar Pradesh,Urban,161
2026-01-02,226001,Lucknow,Uttar Pradesh,Urban,189
2026-01-03,226001,Lucknow,Uttar Pradesh,Urban,122
2026-01-04,226001,Lucknow,Uttar Pradesh,Urban,104
2026-01-05,226001,Lucknow,Uttar Pradesh,Urban,223
2026-01-06,226001,Lucknow,Uttar Pradesh,Urban,254
2026-01-07,226001,Lucknow,Uttar Pradesh,Urban,238
2026-01-08,226001,Lucknow,Uttar Pradesh,Urban,171
2026-01-09,226001,Lucknow,Uttar Pradesh,Urban,127
2026-01-10,226001,Lucknow,Uttar Pradesh,Urban,129
2026-01-11,226001,Lucknow,Uttar Pradesh,Urban,113
2026-01-12,226001,Lucknow,Uttar Pradesh,Urban,213
2026-01-13,226001,Lucknow,Uttar Pradesh,Urban,186
2026-01-14,226001,Lucknow,Uttar Pradesh,Urban,187
2026-01-15,226001,Lucknow,Uttar Pradesh,Urban,158
2026-01-16,226001,Lucknow,Uttar Pradesh,Urban,134
2026-01-17,226001,Lucknow,Uttar Pradesh,Urban,94
2026-01-18,226001,Lucknow,Uttar Pradesh,Urban,95
2026-01-19,226001,Lucknow,Uttar Pradesh,Urban,184
2026-01-20,226001,Lucknow,Uttar Pradesh,Urban,242
2026-01-21,226001,Lucknow,Uttar Pradesh,Urban,192
2026-01-22,226001,Lucknow,Uttar Pradesh,Urban,171
2026-01-23,226001,Lucknow,Uttar Pradesh,Urban,163
2026-01-24,226001,Lucknow,Uttar Pradesh,Urban,126
2026-01-25,226001,Lucknow,Uttar Pradesh,Urban,60
2026-01-26,226001,Lucknow,Uttar Pradesh,Urban,40
2026-01-27,226001,Lucknow,Uttar Pradesh,Urban,200
2026-01-28,226001,Lucknow,Uttar Pradesh,Urban,220
2026-01-29,226001,Lucknow,Uttar Pradesh,Urban,179
2026-01-30,226001,Lucknow,Uttar Pradesh,Urban,183
2026-01-31,226001,Lucknow,Uttar Pradesh,Urban,104
2025-01-01,302001,Jaipur,Rajasthan,Urban,143
2025-01-02,302001,Jaipur,Rajasthan,Urban,205
2025-01-03,302001,Jaipur,Rajasthan,Urban,179
2025-01-04,302001,Jaipur,Rajasthan,Urban,112
2025-01-05,302001,Jaipur,Rajasthan,Urban,80
2025-01-06,302001,Jaipur,Rajasthan,Urban,215
2025-01-07,302001,Jaipur,Rajasthan,Urban,178
2025-01-08,302001,Jaipur,Rajasthan,Urban,250
2025-01-09,302001,Jaipur,Rajasthan,Urban,161
2025-01-10,302001,Jaipur,Rajasthan,Urban,136
2025-01-11,302001,Jaipur,Rajasthan,Urban,84
2025-01-12,302001,Jaipur,Rajasthan,Urban,48
2025-01-13,302001,Jaipur,Rajasthan,Urban,187
2025-01-14,302001,Jaipur,Rajasthan,Urban,189
2025-01-15,302001,Jaipur,Rajasthan,Urban,163
2025-01-16,302001,Jaipur,Rajasthan,Urban,169
2025-01-17,302001,Jaipur,Rajasthan,Urban,184
2025-01-18,302001,Jaipur,Rajasthan,Urban,98
2025-01-19,302001,Jaipur,Rajasthan,Urban,48
2025-01-20,302001,Jaipur,Rajasthan,Urban,216
2025-01-21,302001,Jaipur,Rajasthan,Urban,181
2025-01-22,302001,Jaipur,Rajasthan,Urban,155
2025-01-23,302001,Jaipur,Rajasthan,Urban,140
2025-01-24,302001,Jaipur,Rajasthan,Urban,162
2025-01-25,302001,Jaipur,Rajasthan,Urban,96
2025-01-26,302001,Jaipur,Rajasthan,Urban,19
2025-01-27,302001,Jaipur,Rajasthan,Urban,238
2025-01-28,302001,Jaipur,Rajasthan,Urban,188
2025-01-29,302001,Jaipur,Rajasthan,Urban,174
2025-01-30,302001,Jaipur,Rajasthan,Urban,166
2025-01-31,302001,Jaipur,Rajasthan,Urban,139
2025-02-01,302001,Jaipur,Rajasthan,Urban,114
2025-02-02,302001,Jaipur,Rajasthan,Urban,87
2025-02-03,302001,Jaipur,Rajasthan,Urban,224
2025-02-04,302001,Jaipur,Rajasthan,Urban,170
2025-02-05,302001,Jaipur,Rajasthan,Urban,185
2025-02-06,302001,Jaipur,Rajasthan,Urban,135
2025-02-07,302001,Jaipur,Rajasthan,Urban,165
2025-02-08,302001,Jaipur,Rajasthan,Urban,99
2025-02-09,302001,Jaipur,Rajasthan,Urban,43
2025-02-10,302001,Jaipur,Rajasthan,Urban,174
2025-02-11,302001,Jaipur,Rajasthan,Urban,111
2025-02-12,302001,Jaipur,Rajasthan,Urban,154
2025-02-13,302001,Jaipur,Rajasthan,Urban,190
2025-02-14,302001,Jaipur,Rajasthan,Urban,109
2025-02-15,302001,Jaipur,Rajasthan,Urban,113
2025-02-16,302001,Jaipur,Rajasthan,Urban,49
2025-02-17,302001,Jaipur,Rajasthan,Urban,152
2025-02-18,302001,Jaipur,Rajasthan,Urban,183
2025-02-19,302001,Jaipur,Rajasthan,Urban,162
2025-02-20,302001,Jaipur,Rajasthan,Urban,158
2025-02-21,302001,Jaipur,Rajasthan,Urban,148
2025-02-22,302001,Jaipur,Rajasthan,Urban,91
2025-02-23,302001,Jaipur,Rajasthan,Urban,75
2025-02-24,302001,Jaipur,Rajasthan,Urban,193
2025-02-25,302001,Jaipur,Rajasthan,Urban,152
2025-02-26,302001,Jaipur,Rajasthan,Urban,149
2025-02-27,302001,Jaipur,Rajasthan,Urban,122
2025-02-28,302001,Jaipur,Rajasthan,Urban,128
2025-03-01,302001,Jaipur,Rajasthan,Urban,106
2025-03-02,302001,Jaipur,Rajasthan,Urban,91
2025-03-03,302001,Jaipur,Rajasthan,Urban,237
2025-03-04,302001,Jaipur,Rajasthan,Urban,165
2025-03-05,302001,Jaipur,Rajasthan,Urban,237
2025-03-06,302001,Jaipur,Rajasthan,Urban,170
2025-03-07,302001,Jaipur,Rajasthan,Urban,167
2025-03-08,302001,Jaipur,Rajasthan,Urban,107
2025-03-09,302001,Jaipur,Rajasthan,Urban,76
2025-03-10,302001,Jaipur,Rajasthan,Urban,189
2025-03-11,302001,Jaipur,Rajasthan,Urban,221
2025-03-12,302001,Jaipur,Rajasthan,Urban,104
2025-03-13,302001,Jaipur,Rajasthan,Urban,152
2025-03-14,302001,Jaipur,Rajasthan,Urban,34
2025-03-15,302001,Jaipur,Rajasthan,Urban,94
2025-03-16,302001,Jaipur,Rajasthan,Urban,83
2025-03-17,302001,Jaipur,Rajasthan,Urban,163
2025-03-18,302001,Jaipur,Rajasthan,Urban,209
2025-03-19,302001,Jaipur,Rajasthan,Urban,169
2025-03-20,302001,Jaipur,Rajasthan,Urban,149
2025-03-21,302001,Jaipur,Rajasthan,Urban,183
2025-03-22,302001,Jaipur,Rajasthan,Urban,73
2025-03-23,302001,Jaipur,Rajasthan,Urban,75
2025-03-24,302001,Jaipur,Rajasthan,Urban,163
2025-03-25,302001,Jaipur,Rajasthan,Urban,178
2025-03-26,302001,Jaipur,Rajasthan,Urban,106
2025-03-27,302001,Jaipur,Rajasthan,Urban,175
2025-03-28,302001,Jaipur,Rajasthan,Urban,193
2025-03-29,302001,Jaipur,Rajasthan,Urban,114
2025-03-30,302001,Jaipur,Rajasthan,Urban,74
2025-03-31,302001,Jaipur,Rajasthan,Urban,44
2025-04-01,302001,Jaipur,Rajasthan,Urban,261
2025-04-02,302001,Jaipur,Rajasthan,Urban,207
2025-04-03,302001,Jaipur,Rajasthan,Urban,229
2025-04-04,302001,Jaipur,Rajasthan,Urban,175
2025-04-05,302001,Jaipur,Rajasthan,Urban,139
2025-04-06,302001,Jaipur,Rajasthan,Urban,87
2025-04-07,302001,Jaipur,Rajasthan,Urban,223
2025-04-08,302001,Jaipur,Rajasthan,Urban,212
2025-04-09,302001,Jaipur,Rajasthan,Urban,224
2025-04-10,302001,Jaipur,Rajasthan,Urban,23
2025-04-11,302001,Jaipur,Rajasthan,Urban,248
2025-04-12,302001,Jaipur,Rajasthan,Urban,129
2025-04-13,302001,Jaipur,Rajasthan,Urban,108
2025-04-14,302001,Jaipur,Rajasthan,Urban,44
2025-04-15,302001,Jaipur,Rajasthan,Urban,369
2025-04-16,302001,Jaipur,Rajasthan,Urban,165
2025-04-17,302001,Jaipur,Rajasthan,Urban,166
2025-04-18,302001,Jaipur,Rajasthan,Urban,140
2025-04-19,302001,Jaipur,Rajasthan,Urban,109
2025-04-20,302001,Jaipur,Rajasthan,Urban,88
2025-04-21,302001,Jaipur,Rajasthan,Urban,215
2025-04-22,302001,Jaipur,Rajasthan,Urban,216
2025-04-23,302001,Jaipur,Rajasthan,Urban,189
2025-04-24,302001,Jaipur,Rajasthan,Urban,192
2025-04-25,302001,Jaipur,Rajasthan,Urban,231
2025-04-26,302001,Jaipur,Rajasthan,Urban,122
2025-04-27,302001,Jaipur,Rajasthan,Urban,71
2025-04-28,302001,Jaipur,Rajasthan,Urban,211
2025-04-29,302001,Jaipur,Rajasthan,Urban,226
2025-04-30,302001,Jaipur,Rajasthan,Urban,191
2025-05-01,302001,Jaipur,Rajasthan,Urban,28
2025-05-02,302001,Jaipur,Rajasthan,Urban,269
2025-05-03,302001,Jaipur,Rajasthan,Urban,106
2025-05-04,302001,Jaipur,Rajasthan,Urban,105
2025-05-05,302001,Jaipur,Rajasthan,Urban,253
2025-05-06,302001,Jaipur,Rajasthan,Urban,225
2025-05-07,302001,Jaipur,Rajasthan,Urban,212
2025-05-08,302001,Jaipur,Rajasthan,Urban,176
2025-05-09,302001,Jaipur,Rajasthan,Urban,206
2025-05-10,302001,Jaipur,Rajasthan,Urban,133
2025-05-11,302001,Jaipur,Rajasthan,Urban,95
2025-05-12,302001,Jaipur,Rajasthan,Urban,232
2025-05-13,302001,Jaipur,Rajasthan,Urban,208
2025-05-14,302001,Jaipur,Rajasthan,Urban,206
2025-05-15,302001,Jaipur,Rajasthan,Urban,191
2025-05-16,302001,Jaipur,Rajasthan,Urban,181
2025-05-17,302001,Jaipur,Rajasthan,Urban,138
2025-05-18,302001,Jaipur,Rajasthan,Urban,70
2025-05-19,302001,Jaipur,Rajasthan,Urban,261
2025-05-20,302001,Jaipur,Rajasthan,Urban,259
2025-05-21,302001,Jaipur,Rajasthan,Urban,164
2025-05-22,302001,Jaipur,Rajasthan,Urban,174
2025-05-23,302001,Jaipur,Rajasthan,Urban,214
2025-05-24,302001,Jaipur,Rajasthan,Urban,114
2025-05-25,302001,Jaipur,Rajasthan,Urban,105
2025-05-26,302001,Jaipur,Rajasthan,Urban,198
2025-05-27,302001,Jaipur,Rajasthan,Urban,171
2025-05-28,302001,Jaipur,Rajasthan,Urban,188
2025-05-29,302001,Jaipur,Rajasthan,Urban,205
2025-05-30,302001,Jaipur,Rajasthan,Urban,167
2025-05-31,302001,Jaipur,Rajasthan,Urban,78
2025-06-01,302001,Jaipur,Rajasthan,Urban,102
2025-06-02,302001,Jaipur,Rajasthan,Urban,210
2025-06-03,302001,Jaipur,Rajasthan,Urban,271
2025-06-04,302001,Jaipur,Rajasthan,Urban,286
2025-06-05,302001,Jaipur,Rajasthan,Urban,219
2025-06-06,302001,Jaipur,Rajasthan,Urban,245
2025-06-07,302001,Jaipur,Rajasthan,Urban,167
2025-06-08,302001,Jaipur,Rajasthan,Urban,103
2025-06-09,302001,Jaipur,Rajasthan,Urban,264
2025-06-10,302001,Jaipur,Rajasthan,Urban,249
2025-06-11,302001,Jaipur,Rajasthan,Urban,239
2025-06-12,302001,Jaipur,Rajasthan,Urban,242
2025-06-13,302001,Jaipur,Rajasthan,Urban,239
2025-06-14,302001,Jaipur,Rajasthan,Urban,158
2025-06-15,302001,Jaipur,Rajasthan,Urban,91
2025-06-16,302001,Jaipur,Rajasthan,Urban,237
2025-06-17,302001,Jaipur,Rajasthan,Urban,293
2025-06-18,302001,Jaipur,Rajasthan,Urban,240
2025-06-19,302001,Jaipur,Rajasthan,Urban,225
2025-06-20,302001,Jaipur,Rajasthan,Urban,208
2025-06-21,302001,Jaipur,Rajasthan,Urban,102
2025-06-22,302001,Jaipur,Rajasthan,Urban,98
2025-06-23,302001,Jaipur,Rajasthan,Urban,212
2025-06-24,302001,Jaipur,Rajasthan,Urban,231
2025-06-25,302001,Jaipur,Rajasthan,Urban,228
2025-06-26,302001,Jaipur,Rajasthan,Urban,224
2025-06-27,302001,Jaipur,Rajasthan,Urban,183
2025-06-28,302001,Jaipur,Rajasthan,Urban,183
2025-06-29,302001,Jaipur,Rajasthan,Urban,116
2025-06-30,302001,Jaipur,Rajasthan,Urban,222
2025-07-01,302001,Jaipur,Rajasthan,Urban,387
2025-07-02,302001,Jaipur,Rajasthan,Urban,241
2025-07-03,302001,Jaipur,Rajasthan,Urban,195
2025-07-04,302001,Jaipur,Rajasthan,Urban,261
2025-07-05,302001,Jaipur,Rajasthan,Urban,171
2025-07-06,302001,Jaipur,Rajasthan,Urban,143
2025-07-07,302001,Jaipur,Rajasthan,Urban,424
2025-07-08,302001,Jaipur,Rajasthan,Urban,244
2025-07-09,302001,Jaipur,Rajasthan,Urban,266
2025-07-10,302001,Jaipur,Rajasthan,Urban,209
2025-07-11,302001,Jaipur,Rajasthan,Urban,265
2025-07-12,302001,Jaipur,Rajasthan,Urban,111
2025-07-13,302001,Jaipur,Rajasthan,Urban,107
2025-07-14,302001,Jaipur,Rajasthan,Urban,277
2025-07-15,302001,Jaipur,Rajasthan,Urban,301
2025-07-16,302001,Jaipur,Rajasthan,Urban,204
2025-07-17,302001,Jaipur,Rajasthan,Urban,266
2025-07-18,302001,Jaipur,Rajasthan,Urban,279
2025-07-19,302001,Jaipur,Rajasthan,Urban,206
2025-07-20,302001,Jaipur,Rajasthan,Urban,125
2025-07-21,302001,Jaipur,Rajasthan,Urban,291
2025-07-22,302001,Jaipur,Rajasthan,Urban,312
2025-07-23,302001,Jaipur,Rajasthan,Urban,247
2025-07-24,302001,Jaipur,Rajasthan,Urban,132
2025-07-25,302001,Jaipur,Rajasthan,Urban,234
2025-07-26,302001,Jaipur,Rajasthan,Urban,163
2025-07-27,302001,Jaipur,Rajasthan,Urban,105
2025-07-28,302001,Jaipur,Rajasthan,Urban,300
2025-07-29,302001,Jaipur,Rajasthan,Urban,329
2025-07-30,302001,Jaipur,Rajasthan,Urban,258
2025-07-31,302001,Jaipur,Rajasthan,Urban,174
2025-08-01,302001,Jaipur,Rajasthan,Urban,192
2025-08-02,302001,Jaipur,Rajasthan,Urban,127
2025-08-03,302001,Jaipur,Rajasthan,Urban,90
2025-08-04,302001,Jaipur,Rajasthan,Urban,234
2025-08-05,302001,Jaipur,Rajasthan,Urban,177
2025-08-06,302001,Jaipur,Rajasthan,Urban,189
2025-08-07,302001,Jaipur,Rajasthan,Urban,184
2025-08-08,302001,Jaipur,Rajasthan,Urban,187
2025-08-09,302001,Jaipur,Rajasthan,Urban,142
2025-08-10,302001,Jaipur,Rajasthan,Urban,74
2025-08-11,302001,Jaipur,Rajasthan,Urban,227
2025-08-12,302001,Jaipur,Rajasthan,Urban,248
2025-08-13,302001,Jaipur,Rajasthan,Urban,168
2025-08-14,302001,Jaipur,Rajasthan,Urban,207
2025-08-15,302001,Jaipur,Rajasthan,Urban,37
2025-08-16,302001,Jaipur,Rajasthan,Urban,121
2025-08-17,302001,Jaipur,Rajasthan,Urban,92
2025-08-18,302001,Jaipur,Rajasthan,Urban,176
2025-08-19,302001,Jaipur,Rajasthan,Urban,197
2025-08-20,302001,Jaipur,Rajasthan,Urban,211
2025-08-21,302001,Jaipur,Rajasthan,Urban,203
2025-08-22,302001,Jaipur,Rajasthan,Urban,129
2025-08-23,302001,Jaipur,Rajasthan,Urban,105
2025-08-24,302001,Jaipur,Rajasthan,Urban,81
2025-08-25,302001,Jaipur,Rajasthan,Urban,194
2025-08-26,302001,Jaipur,Rajasthan,Urban,141
2025-08-27,302001,Jaipur,Rajasthan,Urban,55
2025-08-28,302001,Jaipur,Rajasthan,Urban,179
2025-08-29,302001,Jaipur,Rajasthan,Urban,188
2025-08-30,302001,Jaipur,Rajasthan,Urban,81
2025-08-31,302001,Jaipur,Rajasthan,Urban,121
2025-09-01,302001,Jaipur,Rajasthan,Urban,132
2025-09-02,302001,Jaipur,Rajasthan,Urban,247
2025-09-03,302001,Jaipur,Rajasthan,Urban,176
2025-09-04,302001,Jaipur,Rajasthan,Urban,133
2025-09-05,302001,Jaipur,Rajasthan,Urban,181
2025-09-06,302001,Jaipur,Rajasthan,Urban,139
2025-09-07,302001,Jaipur,Rajasthan,Urban,58
2025-09-08,302001,Jaipur,Rajasthan,Urban,243
2025-09-09,302001,Jaipur,Rajasthan,Urban,182
2025-09-10,302001,Jaipur,Rajasthan,Urban,212
2025-09-11,302001,Jaipur,Rajasthan,Urban,141
2025-09-12,302001,Jaipur,Rajasthan,Urban,165
2025-09-13,302001,Jaipur,Rajasthan,Urban,109
2025-09-14,302001,Jaipur,Rajasthan,Urban,64
2025-09-15,302001,Jaipur,Rajasthan,Urban,178
2025-09-16,302001,Jaipur,Rajasthan,Urban,136
2025-09-17,302001,Jaipur,Rajasthan,Urban,183
2025-09-18,302001,Jaipur,Rajasthan,Urban,169
2025-09-19,302001,Jaipur,Rajasthan,Urban,173
2025-09-20,302001,Jaipur,Rajasthan,Urban,101
2025-09-21,302001,Jaipur,Rajasthan,Urban,55
2025-09-22,302001,Jaipur,Rajasthan,Urban,212
2025-09-23,302001,Jaipur,Rajasthan,Urban,161
2025-09-24,302001,Jaipur,Rajasthan,Urban,151
2025-09-25,302001,Jaipur,Rajasthan,Urban,157
2025-09-26,302001,Jaipur,Rajasthan,Urban,162
2025-09-27,302001,Jaipur,Rajasthan,Urban,115
2025-09-28,302001,Jaipur,Rajasthan,Urban,55
2025-09-29,302001,Jaipur,Rajasthan,Urban,202
2025-09-30,302001,Jaipur,Rajasthan,Urban,148
2025-10-01,302001,Jaipur,Rajasthan,Urban,327
2025-10-02,302001,Jaipur,Rajasthan,Urban,50
2025-10-03,302001,Jaipur,Rajasthan,Urban,315
2025-10-04,302001,Jaipur,Rajasthan,Urban,136
2025-10-05,302001,Jaipur,Rajasthan,Urban,78
2025-10-06,302001,Jaipur,Rajasthan,Urban,331
2025-10-07,302001,Jaipur,Rajasthan,Urban,315
2025-10-08,302001,Jaipur,Rajasthan,Urban,193
2025-10-09,302001,Jaipur,Rajasthan,Urban,160
2025-10-10,302001,Jaipur,Rajasthan,Urban,186
2025-10-11,302001,Jaipur,Rajasthan,Urban,122
2025-10-12,302001,Jaipur,Rajasthan,Urban,115
2025-10-13,302001,Jaipur,Rajasthan,Urban,220
2025-10-14,302001,Jaipur,Rajasthan,Urban,198
2025-10-15,302001,Jaipur,Rajasthan,Urban,231
2025-10-16,302001,Jaipur,Rajasthan,Urban,215
2025-10-17,302001,Jaipur,Rajasthan,Urban,178
2025-10-18,302001,Jaipur,Rajasthan,Urban,109
2025-10-19,302001,Jaipur,Rajasthan,Urban,113
2025-10-20,302001,Jaipur,Rajasthan,Urban,205
2025-10-21,302001,Jaipur,Rajasthan,Urban,214
2025-10-22,302001,Jaipur,Rajasthan,Urban,225
2025-10-23,302001,Jaipur,Rajasthan,Urban,187
2025-10-24,302001,Jaipur,Rajasthan,Urban,54
2025-10-25,302001,Jaipur,Rajasthan,Urban,207
2025-10-26,302001,Jaipur,Rajasthan,Urban,108
2025-10-27,302001,Jaipur,Rajasthan,Urban,284
2025-10-28,302001,Jaipur,Rajasthan,Urban,245
2025-10-29,302001,Jaipur,Rajasthan,Urban,190
2025-10-30,302001,Jaipur,Rajasthan,Urban,182
2025-10-31,302001,Jaipur,Rajasthan,Urban,167
2025-11-01,302001,Jaipur,Rajasthan,Urban,29
2025-11-02,302001,Jaipur,Rajasthan,Urban,163
2025-11-03,302001,Jaipur,Rajasthan,Urban,257
2025-11-04,302001,Jaipur,Rajasthan,Urban,274
2025-11-05,302001,Jaipur,Rajasthan,Urban,301
2025-11-06,302001,Jaipur,Rajasthan,Urban,324
2025-11-07,302001,Jaipur,Rajasthan,Urban,246
2025-11-08,302001,Jaipur,Rajasthan,Urban,174
2025-11-09,302001,Jaipur,Rajasthan,Urban,139
2025-11-10,302001,Jaipur,Rajasthan,Urban,295
2025-11-11,302001,Jaipur,Rajasthan,Urban,233
2025-11-12,302001,Jaipur,Rajasthan,Urban,317
2025-11-13,302001,Jaipur,Rajasthan,Urban,245
2025-11-14,302001,Jaipur,Rajasthan,Urban,255
2025-11-15,302001,Jaipur,Rajasthan,Urban,175
2025-11-16,302001,Jaipur,Rajasthan,Urban,129
2025-11-17,302001,Jaipur,Rajasthan,Urban,251
2025-11-18,302001,Jaipur,Rajasthan,Urban,188
2025-11-19,302001,Jaipur,Rajasthan,Urban,293
2025-11-20,302001,Jaipur,Rajasthan,Urban,236
2025-11-21,302001,Jaipur,Rajasthan,Urban,302
2025-11-22,302001,Jaipur,Rajasthan,Urban,157
2025-11-23,302001,Jaipur,Rajasthan,Urban,111
2025-11-24,302001,Jaipur,Rajasthan,Urban,282
2025-11-25,302001,Jaipur,Rajasthan,Urban,299
2025-11-26,302001,Jaipur,Rajasthan,Urban,189
2025-11-27,302001,Jaipur,Rajasthan,Urban,218
2025-11-28,302001,Jaipur,Rajasthan,Urban,183
2025-11-29,302001,Jaipur,Rajasthan,Urban,129
2025-11-30,302001,Jaipur,Rajasthan,Urban,112
2025-12-01,302001,Jaipur,Rajasthan,Urban,232
2025-12-02,302001,Jaipur,Rajasthan,Urban,171
2025-12-03,302001,Jaipur,Rajasthan,Urban,197
2025-12-04,302001,Jaipur,Rajasthan,Urban,203
2025-12-05,302001,Jaipur,Rajasthan,Urban,236
2025-12-06,302001,Jaipur,Rajasthan,Urban,154
2025-12-07,302001,Jaipur,Rajasthan,Urban,95
2025-12-08,302001,Jaipur,Rajasthan,Urban,237
2025-12-09,302001,Jaipur,Rajasthan,Urban,219
2025-12-10,302001,Jaipur,Rajasthan,Urban,189
2025-12-11,302001,Jaipur,Rajasthan,Urban,203
2025-12-12,302001,Jaipur,Rajasthan,Urban,133
2025-12-13,302001,Jaipur,Rajasthan,Urban,159
2025-12-14,302001,Jaipur,Rajasthan,Urban,68
2025-12-15,302001,Jaipur,Rajasthan,Urban,227
2025-12-16,302001,Jaipur,Rajasthan,Urban,193
2025-12-17,302001,Jaipur,Rajasthan,Urban,208
2025-12-18,302001,Jaipur,Rajasthan,Urban,142
2025-12-19,302001,Jaipur,Rajasthan,Urban,230
2025-12-20,302001,Jaipur,Rajasthan,Urban,124
2025-12-21,302001,Jaipur,Rajasthan,Urban,97
2025-12-22,302001,Jaipur,Rajasthan,Urban,223
2025-12-23,302001,Jaipur,Rajasthan,Urban,221
2025-12-24,302001,Jaipur,Rajasthan,Urban,152
2025-12-25,302001,Jaipur,Rajasthan,Urban,50
2025-12-26,302001,Jaipur,Rajasthan,Urban,258
2025-12-27,302001,Jaipur,Rajasthan,Urban,106
2025-12-28,302001,Jaipur,Rajasthan,Urban,87
2025-12-29,302001,Jaipur,Rajasthan,Urban,226
2025-12-30,302001,Jaipur,Rajasthan,Urban,230
2025-12-31,302001,Jaipur,Rajasthan,Urban,142
2026-01-01,302001,Jaipur,Rajasthan,Urban,154
2026-01-02,302001,Jaipur,Rajasthan,Urban,185
2026-01-03,302001,Jaipur,Rajasthan,Urban,98
2026-01-04,302001,Jaipur,Rajasthan,Urban,89
2026-01-05,302001,Jaipur,Rajasthan,Urban,212
2026-01-06,302001,Jaipur,Rajasthan,Urban,180
2026-01-07,302001,Jaipur,Rajasthan,Urban,200
2026-01-08,302001,Jaipur,Rajasthan,Urban,182
2026-01-09,302001,Jaipur,Rajasthan,Urban,177
2026-01-10,302001,Jaipur,Rajasthan,Urban,114
2026-01-11,302001,Jaipur,Rajasthan,Urban,80
2026-01-12,302001,Jaipur,Rajasthan,Urban,194
2026-01-13,302001,Jaipur,Rajasthan,Urban,193
2026-01-14,302001,Jaipur,Rajasthan,Urban,152
2026-01-15,302001,Jaipur,Rajasthan,Urban,192
2026-01-16,302001,Jaipur,Rajasthan,Urban,105
2026-01-17,302001,Jaipur,Rajasthan,Urban,74
2026-01-18,302001,Jaipur,Rajasthan,Urban,100
2026-01-19,302001,Jaipur,Rajasthan,Urban,210
2026-01-20,302001,Jaipur,Rajasthan,Urban,188
2026-01-21,302001,Jaipur,Rajasthan,Urban,138
2026-01-22,302001,Jaipur,Rajasthan,Urban,136
2026-01-23,302001,Jaipur,Rajasthan,Urban,159
2026-01-24,302001,Jaipur,Rajasthan,Urban,99
